e
b
e
g
e
b
e
e
e
fs
g
a
g
a
b
a
g
fs
e
e
b
e
g
e
b
e
e
e
fs
g
a
g
a
b
a
g
fs
e
e
c
c
c
d
e
a
a
a
b
c
fs
g
a
g
fs
e
ds
e
fs
b
g
e
e
e
fs
g
c
c
c
d
e
d
c
b
a
g
fs
b
e
ds
e
e
b
g
e
c
e
b
b
g
e
b
e
b
c
b
a
g
a
b
g
e
b
e
b
g
e
c
e
b
b
g
e
b
e
b
c
b
a
g
fs
e
e
