b
e
fs
g
b
b
a
b
a
b
fs
d
fs
g
a
c
c
b
c
b
c
e
b
e
fs
g
b
b
a
b
a
b
fs
d
fs
g
a
c
c
b
c
b
c
e
b
e
fs
g
b
b
a
b
a
b
fs
d
fs
g
a
c
c
b
c
b
c
e
b
e
fs
g
b
b
a
b
a
b
fs
d
fs
g
a
c
c
b
c
b
c
g
fs
e
d
b
a
e
