b
b
g
e
e
d
b
d
e
g
b
g
e
e
d
b
d
e
b
b
g
e
e
d
b
d
e
g
b
g
e
e
d
b
d
e
b
b
g
e
e
d
d
e
b
b
a
g
b
d
d
b
a
g
b
d
d
b
a
g
a
e
b
b
g
e
e
d
d
e
b
b
a
g
b
d
d
b
a
g
b
d
d
b
a
g
a
e
g
g
g
a
b
b
a
g
d
e
e
d
b
d
g
g
a
b
b
d
d
b
a
g
b
d
d
b
a
g
a
e
g
g
g
a
b
b
a
g
d
e
e
d
b
d
g
g
a
b
d
d
b
a
g
b
d
d
b
a
g
a
e
b
b
g
e
e
d
b
d
e
g
b
g
e
e
d
b
d
e
b
b
g
e
e
d
b
d
e
g
b
g
e
e
d
b
d
e
b
b
g
e
e
d
d
e
b
b
a
g
b
d
d
b
a
g
b
d
d
b
a
g
a
e
b
b
g
e
e
d
d
e
b
b
a
g
b
d
d
b
a
g
b
d
d
b
a
g
a
e
g
g
g
a
b
b
a
g
d
e
e
d
b
d
g
g
a
b
b
d
d
b
a
g
b
d
d
b
a
g
a
e
g
g
g
a
b
b
a
g
d
e
e
d
b
d
g
g
a
b
d
d
b
a
g
b
d
d
b
a
g
a
e
b
b
g
e
e
d
b
d
e
g
b
g
e
e
d
b
d
e
b
b
g
e
e
d
b
d
e
g
b
g
e
e
d
b
d
e
e
e
fs
g
a
a
a
g
d
e
e
fs
g
a
a
a
g
e
e
fs
g
g
g
g
a
b
b
a
g
d
e
e
d
b
d
g
g
a
b
b
d
d
b
a
g
b
d
d
b
a
g
a
e
g
g
g
a
b
b
a
g
d
e
e
d
b
d
g
g
a
b
d
d
b
a
g
b
d
d
b
a
g
a
e
b
b
g
e
e
d
b
d
e
g
b
g
e
e
d
b
d
e
b
b
g
e
e
d
b
d
e
g
b
g
e
e
d
b
d
e
e
e
fs
g
a
a
a
g
d
e
e
fs
g
a
a
a
g
e
e
fs
g
g
g
g
a
b
b
a
g
d
e
e
d
b
d
g
g
a
b
b
d
d
b
a
g
b
d
d
b
a
g
a
e
g
g
g
a
b
b
a
g
d
e
e
d
b
d
g
g
a
b
d
d
b
a
g
b
d
d
b
a
g
a
e
b
b
g
e
e
d
b
d
e
g
b
g
e
e
d
b
d
e
b
b
g
e
e
d
b
d
e
g
b
g
e
e
d
b
d
e
b
b
g
e
e
d
d
e
b
b
a
g
b
d
d
b
a
g
b
d
d
b
a
g
a
e
b
b
g
e
e
d
d
e
b
b
a
g
b
d
d
b
a
g
b
d
d
b
a
g
a
e
g
g
g
a
b
b
a
g
d
e
e
d
b
d
g
g
a
b
b
d
d
b
a
g
b
d
d
b
a
g
a
e
g
g
g
a
b
b
a
g
d
e
e
d
b
d
g
g
a
b
d
d
b
a
g
b
d
d
b
a
g
a
e
e
e
fs
g
a
a
a
g
d
e
e
fs
g
a
a
a
g
e
e
fs
g
g
g
g
a
b
b
a
g
d
e
e
d
b
d
g
g
a
b
b
d
d
b
a
g
b
d
d
b
a
g
a
e
g
g
g
a
b
b
a
g
d
e
e
d
b
d
g
g
a
b
d
d
b
a
g
b
d
d
b
a
g
a
e
b
b
g
e
e
d
b
d
e
g
b
g
e
e
d
b
d
e
b
b
g
e
e
d
b
d
e
g
b
g
e
e
d
b
d
e
