b
b
b
b
e
d
cs
e
d
cs
d
cs
d
e
e
e
e
a
g
fs
a
g
fs
g
fs
g
b
b
b
b
e
d
cs
e
d
cs
d
cs
d
b
b
g
fs
e
d
b
a
b
a
g
fs
e
b
b
b
b
e
d
cs
e
d
cs
d
cs
d
e
e
e
e
a
g
fs
a
g
fs
g
fs
g
b
b
b
b
e
d
cs
e
d
cs
d
cs
d
b
b
g
fs
e
d
b
a
b
a
g
fs
e
